TimeWindow,User,04_M,Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,F1EBX_Cat,F2EBS_Cat,F3EBS_Cat,F4EBX_Cat,F5EEX_Cat,F6EES_Cat,F8EIX_Cat,F7EIS_Cat,F9EEX_Cat,F10ES_Cat,F11EX_Cat,F12ES_Cat,F13EV_Cat,F14EV_Cat,F15MS_Cat,F16MX_Cat,F17MH_Cat,F18MH_Cat,F19MH_Cat,F20MH_Cat
v3,p08,1,0.4,0.3,0.39920482,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.74321412,0.7,0.7,0.6,0.7,0.83302893,0.6,0.6,(0.69 - 0.73),(0.80 - 0.85),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.75911408,0.7,0.7,0.6,0.7,0.83496957,0.64038336,0.6,(0.69 - 0.73),(0.80 - 0.85),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.63809577,0.6,0.76312067,0.7,0.7,0.6,0.7,0.81824417,0.64871773,0.6,(0.69 - 0.73),(0.80 - 0.85),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.64538384,0.6,0.76286194,0.7,0.7,0.6,0.7,0.81458712,0.67712158,0.6,(0.69 - 0.73),(0.80 - 0.85),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.63968621,0.6,0.75363693,0.7,0.7,0.59904007,0.7,0.80503801,0.65069705,0.6,(0.69 - 0.73),(0.80 - 0.85),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.57314645,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.76871754,0.7,0.7,0.6,0.7,0.76929996,0.64674326,0.6,(0.69 - 0.73),(0.74 - 0.79),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.64290642,0.6,0.6,0.52862705,0.7,0.8,0.8,0.7,0.6,0.755095,0.7,0.7,0.6,0.7,0.70917586,0.58759128,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.65 - 0.72),(0.58 - 0.64),(0.58 - 0.64),(0.49 - 0.57),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6456114,0.6,0.6,0.55754717,0.7,0.8,0.8,0.7,0.6,0.73823477,0.7,0.7,0.6,0.7,0.7,0.59930495,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.65 - 0.72),(0.58 - 0.64),(0.58 - 0.64),(0.49 - 0.57),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.6,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.69214153,0.6,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.71830885,0.6,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.58619412,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.76283078,0.7,0.7,0.6,0.7,0.76166365,0.6,0.6,(0.69 - 0.73),(0.74 - 0.79),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.720504,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.80759667,0.7,0.7,0.6,0.7,0.80004807,0.59463753,0.56766286,(0.69 - 0.73),(0.80 - 0.85),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.73 - 0.80),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.81 - 0.88),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.79380172,0.7,0.7,0.6,0.7,0.76838798,0.6557614,0.5885425,(0.69 - 0.73),(0.74 - 0.79),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.71326995,0.6,0.6,0.53019738,0.7,0.8,0.8,0.7,0.6,0.76604813,0.7,0.7,0.6,0.7,0.71214126,0.72757938,0.60770596,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.69 - 0.73),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.65 - 0.72),(0.58 - 0.64),(0.58 - 0.64),(0.49 - 0.57),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.61723454,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.7328752,0.7,0.7,0.6,0.7,0.73184407,0.71917046,0.61781686,(0.69 - 0.73),(0.74 - 0.79),(0.56 - 0.62),(0.69 - 0.73),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.57240679,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.7480009,0.7,0.7,0.6,0.7,0.70923665,0.67271333,0.59391276,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.72405144,0.60599479,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.74749529,0.7,0.7,0.6,0.7,0.7,0.58505636,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.73000714,0.7,0.7,0.6,0.7,0.7,0.58597063,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.61028287,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.60840613,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.60701801,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.22125256,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.59458327,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.49880023,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.59733523,0.7,0.7,0.65774286,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.60931095,0.7,0.7,0.68342458,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.69 - 0.73),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.59928381,0.7,0.7,0.67826326,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.62691653,0.7,0.7,0.58584605,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.60757419,0.7,0.7,0.6,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.61101239,0.7,0.7,0.6,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.62569267,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.6201636,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.62499202,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.63 - 0.68),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.60931882,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.59201232,0.7,0.7,0.60892713,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.60785017,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.59466802,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.6,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
v3,p08,1,0.4,0.3,0.4,0.4,0.2,0.7,0.4,0.4,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.8,0.7,0.7,0.6,0.7,0.7,0.6,0.6,(0.69 - 0.73),(0.69 - 0.73),(0.56 - 0.62),(0.56 - 0.62),(0.58 - 0.64),(0.49 - 0.57),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.58 - 0.64),(0.65 - 0.72),(0.73 - 0.80),(0.73 - 0.80),(0.73 - 0.80),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.65 - 0.72),(0.56 - 0.64)
